Resource,region,region_tech,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,Capital_Recovery_Period,WACC,Lifetime,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,wacc_real,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,original_Fixed_OM_Cost_per_MWyr,original_Fixed_OM_Cost_per_MWhyr
SPPC_petroleum_liquids_1,SPPC,SPPC_Petroleum Liquids,Petroleum Liquids,1,301,18,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,175.0,0,81,175.284,-1,2.16,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,6.43,0.0,0,0,38,0.0,12.5,1.298,3.564,west_north_central_distillate,0.18,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SPPC_small_hydroelectric_1,SPPC,SPPC_Small Hydroelectric,Small Hydroelectric,1,302,18,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,8,20.6,-1,0.0,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.0,None,0.359,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.143682149,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPC_solar_photovoltaic_1,SPPC,SPPC_Solar Photovoltaic,Solar Photovoltaic,1,303,18,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,102.0,0,27,101.898,-1,3.77,0,0.0,0,0,0,0,0,0,0.0,0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,9.11,0.443,0.213,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.184633288,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,22623,0
SPPN_batteries_1,SPPN,SPPN_Batteries,Batteries,1,304,19,0,0,0,0,1,0,0,0,0.0,0.0,0,0,13.0,5.0,0,5,4.7,-1,0.94,0,0.0,0,0,0,0,0,0,0.0,0,6235,0.0,0,0,0.15,0.15,0,0,0,0.0,9.4,0.0,0.505,None,0.021,0,0.92,0.92,0.0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,6235,0
SPPN_biomass_1,SPPN,SPPN_Biomass,Biomass,1,305,19,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,7.0,0,8,6.2,-1,0.93,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,5.17,0.0,0,0,172,0.0,12.02,0.0,0.0,waste_biomass,1.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SPPN_biomass_2,SPPN,SPPN_Biomass,Biomass,2,306,19,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,16.0,0,7,13.202,-1,2.27,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,4.06,0.0,0,0,172,0.0,9.45,0.65,0.347,waste_biomass,0.25,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SPPN_conventional_hydroelectric_1,SPPN,SPPN_Conventional Hydroelectric,Conventional Hydroelectric,1,307,19,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,2510.0,0,40,2510.0,-1,62.75,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.07,None,0.002,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.45150611,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPN_conventional_steam_coal_1,SPPN,SPPN_Conventional Steam Coal,Conventional Steam Coal,1,308,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,4289.0,0,10,4289.2,-1,428.92,0,0.0,0,0,0,0,0,0,0.0,0,60801,0.0,0,0,1.88,0.0,0,0,124,16.5,10.82,1.987,1.239,west_north_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,60801,0
SPPN_conventional_steam_coal_2,SPPN,SPPN_Conventional Steam Coal,Conventional Steam Coal,2,309,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,727.0,0,6,726.798,-1,121.13,0,0.0,0,0,0,0,0,0,0.0,0,74463,0.0,0,0,1.88,0.0,0,0,124,16.5,13.58,3.3,4.794,west_north_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,74463,0
SPPN_natural_gas_fired_combined_cycle_1,SPPN,SPPN_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,1,310,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,300.0,0,1,300.0,-1,300.0,0,0.0,0,0,0,0,0,0,0.0,0,16492,0.0,0,0,4.55,0.0,0,0,92,2.0,7.6,0.0,0.0,west_north_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,16492,0
SPPN_natural_gas_fired_combined_cycle_2,SPPN,SPPN_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,2,311,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,345.0,0,2,344.6,-1,172.3,0,0.0,0,0,0,0,0,0,0.0,0,16492,0.0,0,0,4.55,0.0,0,0,92,2.0,8.32,0.229,0.324,west_north_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,16492,0
SPPN_natural_gas_fired_combustion_turbine_1,SPPN,SPPN_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,1,312,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,323.0,0,6,322.998,-1,53.83,0,0.0,0,0,0,0,0,0,0.0,0,13945,0.0,0,0,5.28,0.0,0,0,119,3.5,13.01,0.709,5.371,west_north_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,13945,0
SPPN_natural_gas_fired_combustion_turbine_2,SPPN,SPPN_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,2,313,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2094.0,0,24,2094.0,-1,87.25,0,0.0,0,0,0,0,0,0,0.0,0,10919,0.0,0,0,5.28,0.0,0,0,119,3.5,10.72,1.48,1.232,west_north_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,10919,0
SPPN_natural_gas_internal_combustion_engine_1,SPPN,SPPN_Natural Gas Internal Combustion Engine,Natural Gas Internal Combustion Engine,1,314,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,396.0,0,48,395.904,-1,8.25,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,4.59,0.0,0,0,38,0.0,8.93,1.501,1.743,west_north_central_naturalgas,0.18,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SPPN_natural_gas_steam_turbine_1,SPPN,SPPN_Natural Gas Steam Turbine,Natural Gas Steam Turbine,1,315,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,8.0,0,2,7.5,-1,3.75,0,0.0,0,0,0,0,0,0,0.0,0,51303,0.0,0,0,1.06,0.0,0,0,87,13.7,9.21,0.0,0.0,west_north_central_naturalgas,0.5,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,51303,0
SPPN_nuclear_1,SPPN,SPPN_Nuclear,Nuclear,1,316,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,770.0,0,1,770.0,-1,770.0,0,0.0,0,0,0,0,0,0,0.0,0,343964,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.0,west_north_central_uranium,0.5,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,343964,0
SPPN_onshore_wind_turbine_1,SPPN,SPPN_Onshore Wind Turbine,Onshore Wind Turbine,1,317,19,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,7510.0,0,76,7510.32,-1,98.82,0,0.0,0,0,0,0,0,0,0.0,0,43000,0.0,0,0,0.0,0.0,0,0,0,0.0,9.04,0.443,0.221,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.331876659,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,43000,0
SPPN_petroleum_liquids_1,SPPN,SPPN_Petroleum Liquids,Petroleum Liquids,1,318,19,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,60.0,0,32,60.288,-1,1.88,0,0.0,0,0,0,0,0,0,0.0,0,21000,0.0,0,0,5.83,0.0,0,0,38,0.0,11.32,2.367,2.199,west_north_central_distillate,0.18,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,21000,0
SPPN_small_hydroelectric_1,SPPN,SPPN_Small Hydroelectric,Small Hydroelectric,1,319,19,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,62.0,0,11,90.596,-1,5.64,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.77,0.0,0.0,None,0.123,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.45150611,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPN_solar_photovoltaic_1,SPPN,SPPN_Solar Photovoltaic,Solar Photovoltaic,1,320,19,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,126.0,0,21,125.601,-1,5.98,0,0.0,0,0,0,0,0,0,0.0,0,22623,0.0,0,0,0.0,0.0,0,0,0,0.0,9.18,0.0,0.193,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.194481204,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,22623,0
SPPS_batteries_1,SPPS,SPPS_Batteries,Batteries,1,321,20,0,0,0,0,1,0,0,0,0.0,0.0,0,0,446.0,222.0,0,4,222.0,-1,55.5,0,0.0,0,0,0,0,0,0,0.0,0,6235,0.0,0,0,0.15,0.15,0,0,0,0.0,9.21,0.0,0.0,None,0.0,0,0.92,0.92,0.0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,6235,0
SPPS_biomass_1,SPPS,SPPS_Biomass,Biomass,1,322,20,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,2.0,0,8,11.8,-1,0.25,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,5.4,0.0,0,0,172,0.0,12.56,0.093,0.65,waste_biomass,0.331,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SPPS_biomass_2,SPPS,SPPS_Biomass,Biomass,2,323,20,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,12.0,0,2,71.0,-1,5.92,0,0.0,0,0,0,0,0,0,0.0,0,150850,0.0,0,0,3.96,0.0,0,0,172,0.0,9.21,0.0,0.0,waste_biomass,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,150850,0
SPPS_conventional_hydroelectric_1,SPPS,SPPS_Conventional Hydroelectric,Conventional Hydroelectric,1,324,20,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,2016.0,0,59,2016.325,-1,34.17,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,8.79,0.0,0.112,None,0.032,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.168859415,0,0,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPS_conventional_steam_coal_1,SPPS,SPPS_Conventional Steam Coal,Conventional Steam Coal,1,325,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,4269.0,0,9,4268.997,-1,474.33,0,0.0,0,0,0,0,0,0,0.0,0,59217,0.0,0,0,1.88,0.0,0,0,124,16.5,11.48,0.952,0.99,west_south_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,59217,0
SPPS_conventional_steam_coal_2,SPPS,SPPS_Conventional Steam Coal,Conventional Steam Coal,2,326,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2455.0,0,7,2454.998,-1,350.71,0,0.0,0,0,0,0,0,0,0.0,0,75955,0.0,0,0,1.88,0.0,0,0,124,16.5,16.21,2.158,8.469,west_south_central_coal,0.5,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,24,24,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,75955,0
SPPS_hydroelectric_pumped_storage_1,SPPS,SPPS_Hydroelectric Pumped Storage,Hydroelectric Pumped Storage,1,327,20,0,0,0,0,1,0,0,0,0.0,0.0,0,0,7347.0,474.0,0,13,474.006,-1,36.46,0,0.0,0,0,0,0,0,0,0.0,0,47048,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.247,0,0.866,0.866,0.0,1,20,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,47048,0
SPPS_natural_gas_fired_combined_cycle_1,SPPS,SPPS_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,1,328,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2425.0,0,10,2425.0,-1,242.5,0,0.0,0,0,0,0,0,0,0.0,0,16492,0.0,0,0,4.55,0.0,0,0,92,2.0,8.74,1.275,0.998,west_south_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,16492,0
SPPS_natural_gas_fired_combined_cycle_2,SPPS,SPPS_Natural Gas Fired Combined Cycle,Natural Gas Fired Combined Cycle,2,329,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,6888.0,0,19,6887.709,-1,362.51,0,0.0,0,0,0,0,0,0,0.0,0,11205,0.0,0,0,3.58,0.0,0,0,92,2.0,7.08,0.869,0.408,west_south_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,11205,0
SPPS_natural_gas_fired_combustion_turbine_1,SPPS,SPPS_Natural Gas Fired Combustion Turbine,Natural Gas Fired Combustion Turbine,1,330,20,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,332.0,0,12,332.4,-1,27.7,0,0.0,0,0,0,0,0,0,0.0,0,13945,0.0,0,0,5.28,0.0,0,0,119,3.5,10.61,2.15,1.219,west_south_central_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,0,0,0,0,0,0,0.0,0.0,0.0,20,0.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,13945,0
