GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_dbid,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_can_provide_cap_reserves,gen_self_discharge_rate,gen_discharge_efficiency,gen_land_use_rate,gen_storage_energy_to_power_ratio,gen_type,gen_capacity_limit_mw
Eastern_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,Eastern,200.0,False,False,.,0.0,0.0,Eastern_hydroelectric_pumped_storage_1,0.05,0.05,0,False,0.749956,1.0,1,.,.,.,.,Hydro,17783.1
Eastern_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,Eastern,200.0,False,False,7.454,3.704,0.0,Eastern_natural_gas_fired_combined_cycle_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,214981.20000000007
Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,Eastern,200.0,False,False,12.121,5.279,0.0,Eastern_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,112712.8
Eastern_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,Eastern,200.0,False,False,12.549,1.056,0.0,Eastern_natural_gas_steam_turbine_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,42501.899999999994
Eastern_nuclear_1,Nuclear,Uranium,Eastern,200.0,False,True,10.414,2.832,0.0,Eastern_nuclear_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Nuclear,82406.6
Eastern_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,Eastern,200.0,True,False,.,0.0,0.0,Eastern_onshore_wind_turbine_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Wind,68384.6
Eastern_solar_photovoltaic_1,Solar Photovoltaic,Solar,Eastern,200.0,True,False,.,0.0,0.0,Eastern_solar_photovoltaic_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,44415.4
Western_batteries_1,Batteries,Electricity,Western,200.0,False,False,.,0.15,0.0,Western_batteries_1,0.01,0.02,0,False,0.8464,1.0,1,.,.,.,.,Storage,12878.999999999998
Western_conventional_hydroelectric_1,Conventional Hydroelectric,Water,Western,200.0,False,False,.,0.0,0.0,Western_conventional_hydroelectric_1,0.05,0.05,0,False,.,.,1,.,.,.,.,Hydro,50115.60000000001
Western_conventional_steam_coal_1,Conventional Steam Coal,Coal,Western,200.0,False,True,10.858,1.879,0.0,Western_conventional_steam_coal_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Coal,13567.2
Western_geothermal_1,Geothermal,Heat,Western,200.0,False,False,.,0.0,0.0,Western_geothermal_1,0.05,0.04,0,False,.,.,1,.,.,.,.,Geothermal,3087.4000000000005
Western_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,Western,200.0,False,False,.,0.0,0.0,Western_hydroelectric_pumped_storage_1,0.05,0.05,0,False,0.749956,1.0,1,.,.,.,.,Hydro,5053.0
Western_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,Western,200.0,False,False,7.904,3.835,0.0,Western_natural_gas_fired_combined_cycle_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,50477.40000000001
Western_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,Western,200.0,False,False,11.386,5.279,0.0,Western_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,23034.700000000004
Western_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,Western,200.0,False,False,10.885,1.056,0.0,Western_natural_gas_steam_turbine_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,5088.1
Western_nuclear_1,Nuclear,Uranium,Western,200.0,False,True,10.446,2.841,0.0,Western_nuclear_1,0.06,0.04,0,False,.,.,1,.,.,.,.,Nuclear,5175.0
Western_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,Western,200.0,True,False,.,0.0,0.0,Western_onshore_wind_turbine_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Wind,29233.59999999999
Western_solar_photovoltaic_1,Solar Photovoltaic,Solar,Western,200.0,True,False,.,0.0,0.0,Western_solar_photovoltaic_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,35385.200000000004
Eastern_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,Eastern,30.0,False,False,7.159999999999999,6.0,0.0,Eastern_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Eastern_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,Eastern,30.0,False,False,6.36,2.0,0.0,Eastern_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Eastern_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,Eastern,30.0,False,False,9.72,5.0,0.0,Eastern_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Eastern_battery_moderate_0,Battery_*_Moderate,Electricity,Eastern,,False,False,.,0.15,0.0,Eastern_battery_moderate_0,0.01,0.02,0,False,0.8464,1.0,1,.,.,.,.,Storage,.
Eastern_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,Eastern,40.0,False,True,10.443,2.84,0.0,Eastern_nuclear_nuclear_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Nuclear,.
Eastern_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134339.88361455
Eastern_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134211.2962287
Eastern_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_3,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134231.8500093
Eastern_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_4,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134184.4986001
Eastern_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_5,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134246.19393035
Eastern_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_landbasedwind_class3_moderate_6,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,134231.51237009998
Eastern_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1710475.4066834
Eastern_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_2,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1709900.7967567998
Eastern_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_3,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1710452.7681955001
Eastern_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_4,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1709804.3344321
Eastern_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_5,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1711282.1870568
Eastern_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,Eastern,30.0,True,False,.,0.0,0.0,Eastern_utilitypv_class1_moderate_6,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,1708907.9113963002
Eastern_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_offshorewind_class3_moderate_fixed_1_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,29446.140118199997
Eastern_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_offshorewind_class3_moderate_fixed_1_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,29418.262185499996
Eastern_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_offshorewind_class12_moderate_floating_1_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,16525.127069000002
Eastern_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,Wind,Eastern,30.0,True,False,.,0.0,0.0,Eastern_offshorewind_class12_moderate_floating_1_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,16403.365846
Western_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,Western,30.0,False,False,7.159999999999999,6.0,0.0,Western_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Western_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,Western,30.0,False,False,6.36,2.0,0.0,Western_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Western_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,Western,30.0,False,False,9.72,5.0,0.0,Western_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
Western_battery_moderate_0,Battery_*_Moderate,Electricity,Western,,False,False,.,0.15,0.0,Western_battery_moderate_0,0.01,0.02,0,False,0.8464,1.0,1,.,.,.,.,Storage,.
Western_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,Western,40.0,False,True,10.443,2.84,0.0,Western_nuclear_nuclear_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Nuclear,.
Western_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,87078.948493
Western_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,87069.2285055
Western_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_3,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,87158.32873849999
Western_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_4,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,86983.1324
Western_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_5,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,87067.0349842
Western_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,Western,30.0,True,False,.,0.0,0.0,Western_landbasedwind_class3_moderate_6,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,87054.37864760001
Western_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625640.1710818
Western_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_2,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625304.4371314
Western_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_3,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625386.8080644
Western_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_4,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625360.6240931
Western_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_5,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625593.1766089
Western_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,Western,30.0,True,False,.,0.0,0.0,Western_utilitypv_class1_moderate_6,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,625147.9330654
Western_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,Wind,Western,30.0,True,False,.,0.0,0.0,Western_offshorewind_class12_moderate_floating_1_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,16314.000016
Western_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,Wind,Western,30.0,True,False,.,0.0,0.0,Western_offshorewind_class12_moderate_floating_1_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,16131.266876000002
ERCOT_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,Naturalgas,ERCOT,30.0,False,False,7.159999999999999,6.0,0.0,ERCOT_naturalgas_ccccsavgcf_conservative_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
ERCOT_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,Naturalgas,ERCOT,30.0,False,False,6.36,2.0,0.0,ERCOT_naturalgas_ccavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
ERCOT_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,Naturalgas,ERCOT,30.0,False,False,9.72,5.0,0.0,ERCOT_naturalgas_ctavgcf_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Naturalgas,.
ERCOT_battery_moderate_0,Battery_*_Moderate,Electricity,ERCOT,,False,False,.,0.15,0.0,ERCOT_battery_moderate_0,0.01,0.02,0,False,0.8464,1.0,1,.,.,.,.,Storage,.
ERCOT_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,Uranium,ERCOT,40.0,False,True,10.443,2.84,0.0,ERCOT_nuclear_nuclear_moderate_0,0.06,0.04,0,False,.,.,1,.,.,.,.,Nuclear,.
ERCOT_landbasedwind_class3_moderate_1,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_1,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,40003.43627025
ERCOT_landbasedwind_class3_moderate_2,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_2,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,39895.571186500005
ERCOT_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_3,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,39999.3186129
ERCOT_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_4,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,39855.17243655
ERCOT_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_5,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,39997.3949399
ERCOT_landbasedwind_class3_moderate_6,LandbasedWind_Class3_Moderate,Wind,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_landbasedwind_class3_moderate_6,0.0,0.05,0,False,.,.,1,.,.,.,.,Wind,39871.3386782
ERCOT_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_1,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,384241.72790319996
ERCOT_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_2,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,384100.46430640004
ERCOT_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_3,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,384337.31393219996
ERCOT_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_4,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,383949.53122
ERCOT_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_5,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,384797.6623553
ERCOT_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate,Solar,ERCOT,30.0,True,False,.,0.0,0.0,ERCOT_utilitypv_class1_moderate_6,0.0,0.0,0,False,.,.,1,.,.,.,.,Solar,383417.36615370004
