Region,Resource,Zone,Cluster,R_ID,SubsidyRevenue
TRE_WEST,TRE_WEST_natural_gas_fired_combustion_turbine_2,26,2,431,0.0
TRE_WEST,TRE_WEST_natural_gas_internal_combustion_engine_1,26,1,432,0.0
TRE_WEST,TRE_WEST_onshore_wind_turbine_1,26,1,433,0.0
TRE_WEST,TRE_WEST_petroleum_liquids_1,26,1,434,0.0
TRE_WEST,TRE_WEST_solar_photovoltaic_1,26,1,435,0.0
BASN,BASN_distributed_generation_1,1,1,436,0.0
CANO,CANO_distributed_generation_1,2,1,437,0.0
CASO,CASO_distributed_generation_1,3,1,438,0.0
FRCC,FRCC_distributed_generation_1,4,1,439,0.0
ISNE,ISNE_distributed_generation_1,5,1,440,0.0
MISC,MISC_distributed_generation_1,6,1,441,0.0
MISE,MISE_distributed_generation_1,7,1,442,0.0
MISS,MISS_distributed_generation_1,8,1,443,0.0
MISW,MISW_distributed_generation_1,9,1,444,0.0
NWPP,NWPP_distributed_generation_1,10,1,445,0.0
NYCW,NYCW_distributed_generation_1,11,1,446,0.0
NYUP,NYUP_distributed_generation_1,12,1,447,0.0
PJMC,PJMC_distributed_generation_1,13,1,448,0.0
PJMD,PJMD_distributed_generation_1,14,1,449,0.0
PJME,PJME_distributed_generation_1,15,1,450,0.0
PJMW,PJMW_distributed_generation_1,16,1,451,0.0
RMRG,RMRG_distributed_generation_1,17,1,452,0.0
SPPC,SPPC_distributed_generation_1,18,1,453,0.0
SPPN,SPPN_distributed_generation_1,19,1,454,0.0
SPPS,SPPS_distributed_generation_1,20,1,455,0.0
SRCA,SRCA_distributed_generation_1,21,1,456,0.0
SRCE,SRCE_distributed_generation_1,22,1,457,0.0
SRSE,SRSE_distributed_generation_1,23,1,458,0.0
SRSG,SRSG_distributed_generation_1,24,1,459,0.0
TRE,TRE_distributed_generation_1,25,1,460,0.0
TRE_WEST,TRE_WEST_distributed_generation_1,26,1,461,0.0
BASN,BASN_naturalgas_ccavgcf_moderate_0,1,0,462,0.0
BASN,BASN_naturalgas_ctavgcf_moderate_0,1,0,463,0.0
BASN,BASN_battery_moderate_0,1,0,464,0.0
BASN,BASN_nuclear_nuclear_moderate_0,1,0,465,0.0
BASN,BASN_hydrogen_ctavgcf_moderate_0,1,0,466,0.0
BASN,BASN_hydrogen_ccavgcf_moderate_0,1,0,467,0.0
BASN,BASN_landbasedwind_class3_moderate_0,1,0,468,0.0
BASN,BASN_landbasedwind_class3_moderate_1,1,1,469,0.0
BASN,BASN_landbasedwind_class3_moderate_2,1,2,470,0.0
BASN,BASN_landbasedwind_class3_moderate_3,1,3,471,0.0
BASN,BASN_landbasedwind_class3_moderate_4,1,4,472,0.0
BASN,BASN_landbasedwind_class3_moderate_5,1,5,473,0.0
BASN,BASN_landbasedwind_class3_moderate_6,1,6,474,0.0
BASN,BASN_landbasedwind_class3_moderate_7,1,7,475,0.0
BASN,BASN_landbasedwind_class3_moderate_8,1,8,476,0.0
BASN,BASN_landbasedwind_class3_moderate_9,1,9,477,0.0
BASN,BASN_landbasedwind_class3_moderate_10,1,10,478,0.0
BASN,BASN_landbasedwind_class3_moderate_11,1,11,479,0.0
BASN,BASN_landbasedwind_class3_moderate_12,1,12,480,0.0
BASN,BASN_landbasedwind_class3_moderate_13,1,13,481,0.0
BASN,BASN_landbasedwind_class3_moderate_14,1,14,482,0.0
BASN,BASN_landbasedwind_class3_moderate_15,1,15,483,0.0
BASN,BASN_landbasedwind_class3_moderate_16,1,16,484,0.0
BASN,BASN_landbasedwind_class3_moderate_17,1,17,485,0.0
BASN,BASN_landbasedwind_class3_moderate_18,1,18,486,0.0
BASN,BASN_landbasedwind_class3_moderate_19,1,19,487,0.0
BASN,BASN_landbasedwind_class3_moderate_20,1,20,488,0.0
BASN,BASN_landbasedwind_class3_moderate_21,1,21,489,0.0
BASN,BASN_landbasedwind_class3_moderate_22,1,22,490,0.0
BASN,BASN_landbasedwind_class3_moderate_23,1,23,491,0.0
BASN,BASN_utilitypv_class1_moderate_0,1,0,492,0.0
BASN,BASN_utilitypv_class1_moderate_1,1,1,493,0.0
BASN,BASN_utilitypv_class1_moderate_2,1,2,494,0.0
BASN,BASN_utilitypv_class1_moderate_3,1,3,495,0.0
BASN,BASN_utilitypv_class1_moderate_4,1,4,496,0.0
BASN,BASN_utilitypv_class1_moderate_5,1,5,497,0.0
BASN,BASN_utilitypv_class1_moderate_6,1,6,498,0.0
BASN,BASN_utilitypv_class1_moderate_7,1,7,499,0.0
BASN,BASN_utilitypv_class1_moderate_8,1,8,500,0.0
BASN,BASN_utilitypv_class1_moderate_9,1,9,501,0.0
CANO,CANO_naturalgas_ccccsavgcf_conservative_0,2,0,502,0.0
CANO,CANO_naturalgas_ccavgcf_moderate_0,2,0,503,0.0
CANO,CANO_naturalgas_ctavgcf_moderate_0,2,0,504,0.0
CANO,CANO_battery_moderate_0,2,0,505,0.0
CANO,CANO_nuclear_nuclear_moderate_0,2,0,506,0.0
CANO,CANO_hydrogen_ctavgcf_moderate_0,2,0,507,0.0
CANO,CANO_hydrogen_ccavgcf_moderate_0,2,0,508,0.0
CANO,CANO_landbasedwind_class3_moderate_0,2,0,509,0.0
CANO,CANO_landbasedwind_class3_moderate_1,2,1,510,0.0
CANO,CANO_landbasedwind_class3_moderate_2,2,2,511,0.0
CANO,CANO_landbasedwind_class3_moderate_3,2,3,512,0.0
CANO,CANO_landbasedwind_class3_moderate_4,2,4,513,0.0
CANO,CANO_landbasedwind_class3_moderate_5,2,5,514,0.0
CANO,CANO_landbasedwind_class3_moderate_6,2,6,515,0.0
CANO,CANO_landbasedwind_class3_moderate_7,2,7,516,0.0
CANO,CANO_landbasedwind_class3_moderate_8,2,8,517,0.0
CANO,CANO_landbasedwind_class3_moderate_9,2,9,518,0.0
CANO,CANO_landbasedwind_class3_moderate_10,2,10,519,0.0
CANO,CANO_landbasedwind_class3_moderate_11,2,11,520,0.0
CANO,CANO_landbasedwind_class3_moderate_12,2,12,521,0.0
CANO,CANO_landbasedwind_class3_moderate_13,2,13,522,0.0
CANO,CANO_landbasedwind_class3_moderate_14,2,14,523,0.0
CANO,CANO_landbasedwind_class3_moderate_15,2,15,524,0.0
CANO,CANO_landbasedwind_class3_moderate_16,2,16,525,0.0
CANO,CANO_landbasedwind_class3_moderate_17,2,17,526,0.0
CANO,CANO_landbasedwind_class3_moderate_18,2,18,527,0.0
CANO,CANO_landbasedwind_class3_moderate_19,2,19,528,0.0
CANO,CANO_landbasedwind_class3_moderate_20,2,20,529,0.0
CANO,CANO_landbasedwind_class3_moderate_21,2,21,530,0.0
CANO,CANO_landbasedwind_class3_moderate_22,2,22,531,0.0
CANO,CANO_landbasedwind_class3_moderate_23,2,23,532,0.0
CANO,CANO_utilitypv_class1_moderate_0,2,0,533,0.0
CANO,CANO_utilitypv_class1_moderate_1,2,1,534,0.0
CANO,CANO_utilitypv_class1_moderate_2,2,2,535,0.0
CANO,CANO_utilitypv_class1_moderate_3,2,3,536,0.0
CANO,CANO_utilitypv_class1_moderate_4,2,4,537,0.0
CANO,CANO_utilitypv_class1_moderate_5,2,5,538,0.0
CANO,CANO_utilitypv_class1_moderate_6,2,6,539,0.0
CANO,CANO_utilitypv_class1_moderate_7,2,7,540,0.0
CANO,CANO_utilitypv_class1_moderate_8,2,8,541,0.0
CANO,CANO_utilitypv_class1_moderate_9,2,9,542,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_1,2,1,543,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_2,2,2,544,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_3,2,3,545,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_1,2,1,546,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_2,2,2,547,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_3,2,3,548,0.0
CASO,CASO_naturalgas_ccccsavgcf_conservative_0,3,0,549,0.0
CASO,CASO_naturalgas_ccavgcf_moderate_0,3,0,550,0.0
CASO,CASO_naturalgas_ctavgcf_moderate_0,3,0,551,0.0
CASO,CASO_battery_moderate_0,3,0,552,0.0
CASO,CASO_nuclear_nuclear_moderate_0,3,0,553,0.0
CASO,CASO_hydrogen_ctavgcf_moderate_0,3,0,554,0.0
CASO,CASO_hydrogen_ccavgcf_moderate_0,3,0,555,0.0
CASO,CASO_landbasedwind_class3_moderate_0,3,0,556,0.0
CASO,CASO_landbasedwind_class3_moderate_1,3,1,557,0.0
CASO,CASO_landbasedwind_class3_moderate_2,3,2,558,0.0
CASO,CASO_landbasedwind_class3_moderate_3,3,3,559,0.0
CASO,CASO_landbasedwind_class3_moderate_4,3,4,560,0.0
CASO,CASO_landbasedwind_class3_moderate_5,3,5,561,0.0
CASO,CASO_landbasedwind_class3_moderate_6,3,6,562,0.0
CASO,CASO_landbasedwind_class3_moderate_7,3,7,563,0.0
CASO,CASO_landbasedwind_class3_moderate_8,3,8,564,0.0
CASO,CASO_landbasedwind_class3_moderate_9,3,9,565,0.0
CASO,CASO_landbasedwind_class3_moderate_10,3,10,566,0.0
CASO,CASO_landbasedwind_class3_moderate_11,3,11,567,0.0
CASO,CASO_landbasedwind_class3_moderate_12,3,12,568,0.0
CASO,CASO_landbasedwind_class3_moderate_13,3,13,569,0.0
CASO,CASO_landbasedwind_class3_moderate_14,3,14,570,0.0
CASO,CASO_landbasedwind_class3_moderate_15,3,15,571,0.0
CASO,CASO_landbasedwind_class3_moderate_16,3,16,572,0.0
CASO,CASO_landbasedwind_class3_moderate_17,3,17,573,0.0
CASO,CASO_landbasedwind_class3_moderate_18,3,18,574,0.0
CASO,CASO_landbasedwind_class3_moderate_19,3,19,575,0.0
CASO,CASO_landbasedwind_class3_moderate_20,3,20,576,0.0
CASO,CASO_landbasedwind_class3_moderate_21,3,21,577,0.0
CASO,CASO_landbasedwind_class3_moderate_22,3,22,578,0.0
CASO,CASO_landbasedwind_class3_moderate_23,3,23,579,0.0
CASO,CASO_utilitypv_class1_moderate_0,3,0,580,0.0
CASO,CASO_utilitypv_class1_moderate_1,3,1,581,0.0
CASO,CASO_utilitypv_class1_moderate_2,3,2,582,0.0
CASO,CASO_utilitypv_class1_moderate_3,3,3,583,0.0
CASO,CASO_utilitypv_class1_moderate_4,3,4,584,0.0
CASO,CASO_utilitypv_class1_moderate_5,3,5,585,0.0
CASO,CASO_utilitypv_class1_moderate_6,3,6,586,0.0
CASO,CASO_utilitypv_class1_moderate_7,3,7,587,0.0
CASO,CASO_utilitypv_class1_moderate_8,3,8,588,0.0
CASO,CASO_utilitypv_class1_moderate_9,3,9,589,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_1,3,1,590,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_2,3,2,591,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_3,3,3,592,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_1,3,1,593,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_2,3,2,594,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_3,3,3,595,0.0
FRCC,FRCC_naturalgas_ccccsavgcf_conservative_0,4,0,596,0.0
FRCC,FRCC_naturalgas_ccavgcf_moderate_0,4,0,597,0.0
FRCC,FRCC_naturalgas_ctavgcf_moderate_0,4,0,598,0.0
FRCC,FRCC_battery_moderate_0,4,0,599,0.0
FRCC,FRCC_nuclear_nuclear_moderate_0,4,0,600,0.0
FRCC,FRCC_hydrogen_ctavgcf_moderate_0,4,0,601,0.0
FRCC,FRCC_hydrogen_ccavgcf_moderate_0,4,0,602,0.0
FRCC,FRCC_landbasedwind_class3_moderate_0,4,0,603,0.0
FRCC,FRCC_landbasedwind_class3_moderate_1,4,1,604,0.0
FRCC,FRCC_landbasedwind_class3_moderate_2,4,2,605,0.0
FRCC,FRCC_landbasedwind_class3_moderate_3,4,3,606,0.0
FRCC,FRCC_landbasedwind_class3_moderate_4,4,4,607,0.0
FRCC,FRCC_landbasedwind_class3_moderate_5,4,5,608,0.0
FRCC,FRCC_landbasedwind_class3_moderate_6,4,6,609,0.0
FRCC,FRCC_landbasedwind_class3_moderate_7,4,7,610,0.0
FRCC,FRCC_landbasedwind_class3_moderate_8,4,8,611,0.0
FRCC,FRCC_landbasedwind_class3_moderate_9,4,9,612,0.0
FRCC,FRCC_landbasedwind_class3_moderate_10,4,10,613,0.0
FRCC,FRCC_landbasedwind_class3_moderate_11,4,11,614,0.0
FRCC,FRCC_utilitypv_class1_moderate_0,4,0,615,0.0
FRCC,FRCC_utilitypv_class1_moderate_1,4,1,616,0.0
FRCC,FRCC_utilitypv_class1_moderate_2,4,2,617,0.0
FRCC,FRCC_utilitypv_class1_moderate_3,4,3,618,0.0
FRCC,FRCC_utilitypv_class1_moderate_4,4,4,619,0.0
FRCC,FRCC_utilitypv_class1_moderate_5,4,5,620,0.0
FRCC,FRCC_utilitypv_class1_moderate_6,4,6,621,0.0
FRCC,FRCC_utilitypv_class1_moderate_7,4,7,622,0.0
FRCC,FRCC_utilitypv_class1_moderate_8,4,8,623,0.0
FRCC,FRCC_utilitypv_class1_moderate_9,4,9,624,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_1,4,1,625,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_2,4,2,626,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_3,4,3,627,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_1,4,1,628,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_2,4,2,629,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_3,4,3,630,0.0
ISNE,ISNE_naturalgas_ccavgcf_moderate_0,5,0,631,0.0
ISNE,ISNE_naturalgas_ctavgcf_moderate_0,5,0,632,0.0
ISNE,ISNE_battery_moderate_0,5,0,633,0.0
ISNE,ISNE_nuclear_nuclear_moderate_0,5,0,634,0.0
ISNE,ISNE_hydrogen_ctavgcf_moderate_0,5,0,635,0.0
ISNE,ISNE_hydrogen_ccavgcf_moderate_0,5,0,636,0.0
ISNE,ISNE_landbasedwind_class3_moderate_0,5,0,637,0.0
ISNE,ISNE_landbasedwind_class3_moderate_1,5,1,638,0.0
ISNE,ISNE_landbasedwind_class3_moderate_2,5,2,639,0.0
ISNE,ISNE_landbasedwind_class3_moderate_3,5,3,640,0.0
ISNE,ISNE_landbasedwind_class3_moderate_4,5,4,641,0.0
ISNE,ISNE_landbasedwind_class3_moderate_5,5,5,642,0.0
ISNE,ISNE_landbasedwind_class3_moderate_6,5,6,643,0.0
ISNE,ISNE_landbasedwind_class3_moderate_7,5,7,644,0.0
ISNE,ISNE_landbasedwind_class3_moderate_8,5,8,645,0.0
ISNE,ISNE_landbasedwind_class3_moderate_9,5,9,646,0.0
ISNE,ISNE_landbasedwind_class3_moderate_10,5,10,647,0.0
ISNE,ISNE_landbasedwind_class3_moderate_11,5,11,648,0.0
ISNE,ISNE_landbasedwind_class3_moderate_12,5,12,649,0.0
ISNE,ISNE_landbasedwind_class3_moderate_13,5,13,650,0.0
ISNE,ISNE_landbasedwind_class3_moderate_14,5,14,651,0.0
ISNE,ISNE_landbasedwind_class3_moderate_15,5,15,652,0.0
ISNE,ISNE_landbasedwind_class3_moderate_16,5,16,653,0.0
ISNE,ISNE_landbasedwind_class3_moderate_17,5,17,654,0.0
ISNE,ISNE_landbasedwind_class3_moderate_18,5,18,655,0.0
ISNE,ISNE_landbasedwind_class3_moderate_19,5,19,656,0.0
ISNE,ISNE_landbasedwind_class3_moderate_20,5,20,657,0.0
ISNE,ISNE_landbasedwind_class3_moderate_21,5,21,658,0.0
ISNE,ISNE_landbasedwind_class3_moderate_22,5,22,659,0.0
ISNE,ISNE_landbasedwind_class3_moderate_23,5,23,660,0.0
ISNE,ISNE_utilitypv_class1_moderate_0,5,0,661,0.0
ISNE,ISNE_utilitypv_class1_moderate_1,5,1,662,0.0
ISNE,ISNE_utilitypv_class1_moderate_2,5,2,663,0.0
ISNE,ISNE_utilitypv_class1_moderate_3,5,3,664,0.0
ISNE,ISNE_utilitypv_class1_moderate_4,5,4,665,0.0
ISNE,ISNE_utilitypv_class1_moderate_5,5,5,666,0.0
ISNE,ISNE_utilitypv_class1_moderate_6,5,6,667,0.0
ISNE,ISNE_utilitypv_class1_moderate_7,5,7,668,0.0
ISNE,ISNE_utilitypv_class1_moderate_8,5,8,669,0.0
ISNE,ISNE_utilitypv_class1_moderate_9,5,9,670,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,5,1,671,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,5,2,672,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_3,5,3,673,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_1,5,1,674,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_2,5,2,675,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_3,5,3,676,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,5,1,677,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_2,5,2,678,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_3,5,3,679,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_1,5,1,680,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_2,5,2,681,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_3,5,3,682,0.0
MISC,MISC_naturalgas_ccccsavgcf_conservative_0,6,0,683,0.0
MISC,MISC_naturalgas_ccavgcf_moderate_0,6,0,684,0.0
MISC,MISC_naturalgas_ctavgcf_moderate_0,6,0,685,0.0
MISC,MISC_battery_moderate_0,6,0,686,0.0
MISC,MISC_nuclear_nuclear_moderate_0,6,0,687,0.0
MISC,MISC_hydrogen_ctavgcf_moderate_0,6,0,688,0.0
MISC,MISC_hydrogen_ccavgcf_moderate_0,6,0,689,0.0
MISC,MISC_utilitypv_class1_moderate_0,6,0,690,0.0
MISC,MISC_utilitypv_class1_moderate_1,6,1,691,0.0
MISC,MISC_utilitypv_class1_moderate_2,6,2,692,0.0
MISC,MISC_utilitypv_class1_moderate_3,6,3,693,0.0
MISC,MISC_utilitypv_class1_moderate_4,6,4,694,0.0
MISC,MISC_utilitypv_class1_moderate_5,6,5,695,0.0
MISC,MISC_utilitypv_class1_moderate_6,6,6,696,0.0
MISC,MISC_utilitypv_class1_moderate_7,6,7,697,0.0
MISC,MISC_utilitypv_class1_moderate_8,6,8,698,0.0
MISC,MISC_utilitypv_class1_moderate_9,6,9,699,0.0
MISC,MISC_landbasedwind_class3_moderate_0,6,0,700,0.0
MISC,MISC_landbasedwind_class3_moderate_1,6,1,701,0.0
MISC,MISC_landbasedwind_class3_moderate_2,6,2,702,0.0
MISC,MISC_landbasedwind_class3_moderate_3,6,3,703,0.0
MISC,MISC_landbasedwind_class3_moderate_4,6,4,704,0.0
MISC,MISC_landbasedwind_class3_moderate_5,6,5,705,0.0
MISC,MISC_landbasedwind_class3_moderate_6,6,6,706,0.0
MISC,MISC_landbasedwind_class3_moderate_7,6,7,707,0.0
MISC,MISC_landbasedwind_class3_moderate_8,6,8,708,0.0
MISC,MISC_landbasedwind_class3_moderate_9,6,9,709,0.0
MISC,MISC_landbasedwind_class3_moderate_10,6,10,710,0.0
MISC,MISC_landbasedwind_class3_moderate_11,6,11,711,0.0
MISC,MISC_landbasedwind_class3_moderate_12,6,12,712,0.0
MISC,MISC_landbasedwind_class3_moderate_13,6,13,713,0.0
MISC,MISC_landbasedwind_class3_moderate_14,6,14,714,0.0
MISC,MISC_landbasedwind_class3_moderate_15,6,15,715,0.0
MISC,MISC_landbasedwind_class3_moderate_16,6,16,716,0.0
MISC,MISC_landbasedwind_class3_moderate_17,6,17,717,0.0
MISC,MISC_landbasedwind_class3_moderate_18,6,18,718,0.0
MISC,MISC_landbasedwind_class3_moderate_19,6,19,719,0.0
MISC,MISC_landbasedwind_class3_moderate_20,6,20,720,0.0
MISC,MISC_landbasedwind_class3_moderate_21,6,21,721,0.0
MISC,MISC_landbasedwind_class3_moderate_22,6,22,722,0.0
MISC,MISC_landbasedwind_class3_moderate_23,6,23,723,0.0
MISE,MISE_naturalgas_ccccsavgcf_conservative_0,7,0,724,0.0
MISE,MISE_naturalgas_ccavgcf_moderate_0,7,0,725,0.0
MISE,MISE_naturalgas_ctavgcf_moderate_0,7,0,726,0.0
MISE,MISE_battery_moderate_0,7,0,727,0.0
MISE,MISE_nuclear_nuclear_moderate_0,7,0,728,0.0
MISE,MISE_hydrogen_ctavgcf_moderate_0,7,0,729,0.0
MISE,MISE_hydrogen_ccavgcf_moderate_0,7,0,730,0.0
MISE,MISE_landbasedwind_class3_moderate_0,7,0,731,0.0
MISE,MISE_landbasedwind_class3_moderate_1,7,1,732,0.0
MISE,MISE_landbasedwind_class3_moderate_2,7,2,733,0.0
MISE,MISE_landbasedwind_class3_moderate_3,7,3,734,0.0
MISE,MISE_landbasedwind_class3_moderate_4,7,4,735,0.0
MISE,MISE_landbasedwind_class3_moderate_5,7,5,736,0.0
MISE,MISE_landbasedwind_class3_moderate_6,7,6,737,0.0
MISE,MISE_landbasedwind_class3_moderate_7,7,7,738,0.0
MISE,MISE_landbasedwind_class3_moderate_8,7,8,739,0.0
MISE,MISE_landbasedwind_class3_moderate_9,7,9,740,0.0
MISE,MISE_landbasedwind_class3_moderate_10,7,10,741,0.0
MISE,MISE_landbasedwind_class3_moderate_11,7,11,742,0.0
MISE,MISE_utilitypv_class1_moderate_0,7,0,743,0.0
MISE,MISE_utilitypv_class1_moderate_1,7,1,744,0.0
MISE,MISE_utilitypv_class1_moderate_2,7,2,745,0.0
MISE,MISE_utilitypv_class1_moderate_3,7,3,746,0.0
MISE,MISE_utilitypv_class1_moderate_4,7,4,747,0.0
MISE,MISE_utilitypv_class1_moderate_5,7,5,748,0.0
MISE,MISE_utilitypv_class1_moderate_6,7,6,749,0.0
MISE,MISE_utilitypv_class1_moderate_7,7,7,750,0.0
MISE,MISE_utilitypv_class1_moderate_8,7,8,751,0.0
MISE,MISE_utilitypv_class1_moderate_9,7,9,752,0.0
MISS,MISS_naturalgas_ccccsavgcf_conservative_0,8,0,753,0.0
MISS,MISS_naturalgas_ccavgcf_moderate_0,8,0,754,0.0
MISS,MISS_naturalgas_ctavgcf_moderate_0,8,0,755,0.0
MISS,MISS_battery_moderate_0,8,0,756,0.0
MISS,MISS_nuclear_nuclear_moderate_0,8,0,757,0.0
MISS,MISS_hydrogen_ctavgcf_moderate_0,8,0,758,0.0
MISS,MISS_hydrogen_ccavgcf_moderate_0,8,0,759,0.0
MISS,MISS_utilitypv_class1_moderate_0,8,0,760,0.0
MISS,MISS_utilitypv_class1_moderate_1,8,1,761,0.0
MISS,MISS_utilitypv_class1_moderate_2,8,2,762,0.0
MISS,MISS_utilitypv_class1_moderate_3,8,3,763,0.0
MISS,MISS_utilitypv_class1_moderate_4,8,4,764,0.0
MISS,MISS_utilitypv_class1_moderate_5,8,5,765,0.0
MISS,MISS_utilitypv_class1_moderate_6,8,6,766,0.0
MISS,MISS_utilitypv_class1_moderate_7,8,7,767,0.0
MISS,MISS_utilitypv_class1_moderate_8,8,8,768,0.0
MISS,MISS_utilitypv_class1_moderate_9,8,9,769,0.0
MISS,MISS_landbasedwind_class3_moderate_0,8,0,770,0.0
MISS,MISS_landbasedwind_class3_moderate_1,8,1,771,0.0
MISS,MISS_landbasedwind_class3_moderate_2,8,2,772,0.0
MISS,MISS_landbasedwind_class3_moderate_3,8,3,773,0.0
MISS,MISS_landbasedwind_class3_moderate_4,8,4,774,0.0
MISS,MISS_landbasedwind_class3_moderate_5,8,5,775,0.0
MISS,MISS_landbasedwind_class3_moderate_6,8,6,776,0.0
MISS,MISS_landbasedwind_class3_moderate_7,8,7,777,0.0
MISS,MISS_landbasedwind_class3_moderate_8,8,8,778,0.0
MISS,MISS_landbasedwind_class3_moderate_9,8,9,779,0.0
MISS,MISS_landbasedwind_class3_moderate_10,8,10,780,0.0
MISS,MISS_landbasedwind_class3_moderate_11,8,11,781,0.0
MISS,MISS_landbasedwind_class3_moderate_12,8,12,782,0.0
MISS,MISS_landbasedwind_class3_moderate_13,8,13,783,0.0
MISS,MISS_landbasedwind_class3_moderate_14,8,14,784,0.0
MISS,MISS_landbasedwind_class3_moderate_15,8,15,785,0.0
MISS,MISS_landbasedwind_class3_moderate_16,8,16,786,0.0
MISS,MISS_landbasedwind_class3_moderate_17,8,17,787,0.0
MISS,MISS_landbasedwind_class3_moderate_18,8,18,788,0.0
MISS,MISS_landbasedwind_class3_moderate_19,8,19,789,0.0
MISS,MISS_landbasedwind_class3_moderate_20,8,20,790,0.0
MISS,MISS_landbasedwind_class3_moderate_21,8,21,791,0.0
MISS,MISS_landbasedwind_class3_moderate_22,8,22,792,0.0
MISS,MISS_landbasedwind_class3_moderate_23,8,23,793,0.0
MISS,MISS_offshorewind_class3_moderate_fixed_0_1,8,1,794,0.0
MISS,MISS_offshorewind_class3_moderate_fixed_0_2,8,2,795,0.0
MISS,MISS_offshorewind_class3_moderate_fixed_0_3,8,3,796,0.0
MISW,MISW_naturalgas_ccccsavgcf_conservative_0,9,0,797,0.0
MISW,MISW_naturalgas_ccavgcf_moderate_0,9,0,798,0.0
MISW,MISW_naturalgas_ctavgcf_moderate_0,9,0,799,0.0
MISW,MISW_battery_moderate_0,9,0,800,0.0
MISW,MISW_nuclear_nuclear_moderate_0,9,0,801,0.0
MISW,MISW_hydrogen_ctavgcf_moderate_0,9,0,802,0.0
MISW,MISW_hydrogen_ccavgcf_moderate_0,9,0,803,0.0
MISW,MISW_landbasedwind_class3_moderate_0,9,0,804,0.0
MISW,MISW_landbasedwind_class3_moderate_1,9,1,805,0.0
MISW,MISW_landbasedwind_class3_moderate_2,9,2,806,0.0
MISW,MISW_landbasedwind_class3_moderate_3,9,3,807,0.0
MISW,MISW_landbasedwind_class3_moderate_4,9,4,808,0.0
MISW,MISW_landbasedwind_class3_moderate_5,9,5,809,0.0
MISW,MISW_landbasedwind_class3_moderate_6,9,6,810,0.0
MISW,MISW_landbasedwind_class3_moderate_7,9,7,811,0.0
MISW,MISW_landbasedwind_class3_moderate_8,9,8,812,0.0
MISW,MISW_landbasedwind_class3_moderate_9,9,9,813,0.0
MISW,MISW_landbasedwind_class3_moderate_10,9,10,814,0.0
MISW,MISW_landbasedwind_class3_moderate_11,9,11,815,0.0
MISW,MISW_landbasedwind_class3_moderate_12,9,12,816,0.0
MISW,MISW_landbasedwind_class3_moderate_13,9,13,817,0.0
MISW,MISW_landbasedwind_class3_moderate_14,9,14,818,0.0
MISW,MISW_landbasedwind_class3_moderate_15,9,15,819,0.0
MISW,MISW_landbasedwind_class3_moderate_16,9,16,820,0.0
MISW,MISW_landbasedwind_class3_moderate_17,9,17,821,0.0
MISW,MISW_landbasedwind_class3_moderate_18,9,18,822,0.0
MISW,MISW_landbasedwind_class3_moderate_19,9,19,823,0.0
MISW,MISW_landbasedwind_class3_moderate_20,9,20,824,0.0
MISW,MISW_landbasedwind_class3_moderate_21,9,21,825,0.0
MISW,MISW_landbasedwind_class3_moderate_22,9,22,826,0.0
MISW,MISW_landbasedwind_class3_moderate_23,9,23,827,0.0
MISW,MISW_utilitypv_class1_moderate_0,9,0,828,0.0
MISW,MISW_utilitypv_class1_moderate_1,9,1,829,0.0
MISW,MISW_utilitypv_class1_moderate_2,9,2,830,0.0
MISW,MISW_utilitypv_class1_moderate_3,9,3,831,0.0
MISW,MISW_utilitypv_class1_moderate_4,9,4,832,0.0
MISW,MISW_utilitypv_class1_moderate_5,9,5,833,0.0
MISW,MISW_utilitypv_class1_moderate_6,9,6,834,0.0
