region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
BASN,BASN_natural_gas_fired_combustion_turbine_2,1,2,11,0.0,0.0,0.0,3.2608988e6,0.0,0.0,26534.27282015631,244985.71450082664,0.0,165576.78328349604,0.0,1.063191770570178e6,0.0,0.0,0.0,653328.4558815621,0.0,1.063191770570178e6,4.351324026486041e6,-3.288132255915863e6
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,12,0.0,0.0,0.0,4.60257e6,0.0,0.0,232078.6521704682,1.928529993944324e6,0.0,850446.8257880012,0.0,8.783608331004275e6,0.0,0.0,0.0,4.781672846534517e6,0.0,8.783608331004275e6,1.239529831843731e7,-3.611689987433035e6
BASN,BASN_natural_gas_steam_turbine_1,1,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN,BASN_onshore_wind_turbine_1,1,1,14,0.0,0.0,0.0,6.2522e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2823148870683755e8,0.0,0.0,0.0,0.0,0.0,1.2823148870683755e8,6.2522e7,6.570948870683755e7
BASN,BASN_petroleum_liquids_1,1,1,15,0.0,0.0,0.0,541800.0000000001,0.0,0.0,669.7958792675411,28601.794490144846,0.0,4031.041548344604,0.0,2975.3114958355327,0.0,0.0,0.0,19054.83801961244,0.0,2975.3114958355327,594157.4699373696,-591182.158441534
BASN,BASN_small_hydroelectric_1,1,1,16,0.0,0.0,0.0,8.37172112e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.138649072126296e7,0.0,0.0,0.0,0.0,0.0,8.138649072126296e7,8.37172112e6,7.301476960126296e7
BASN,BASN_solar_photovoltaic_1,1,1,17,0.0,0.0,0.0,1.7923456341e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9589912039146686e8,0.0,0.0,0.0,0.0,0.0,3.9589912039146686e8,1.7923456341e8,2.1666455698146686e8
CANO,CANO_batteries_1,2,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO,CANO_biomass_1,2,1,19,0.0,0.0,0.0,1.1227765500000002e7,0.0,0.0,3.5632082303999905e6,8.296813324800216e6,0.0,0.0,0.0,3.9795836847512856e7,0.0,0.0,0.0,0.0,0.0,3.9795836847512856e7,2.3087787055200208e7,1.6708049792312648e7
CANO,CANO_biomass_2,2,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO,CANO_conventional_hydroelectric_1,2,1,21,0.0,0.0,0.0,3.2159378112e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2943885067816858e9,0.0,0.0,0.0,0.0,0.0,1.2943885067816858e9,3.2159378112e8,9.727947256616858e8
CANO,CANO_hydroelectric_pumped_storage_1,2,1,22,0.0,0.0,0.0,1.071235912e8,0.0,0.0,0.0,0.0,0.0,0.0,1.5017658558267808e8,5.926529194507743e8,0.0,0.0,0.0,0.0,0.0,5.926529194507743e8,2.5730017678267807e8,3.3535274266809624e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,23,0.0,0.0,0.0,5.082290164e7,0.0,0.0,729427.1970142034,5.581881507525063e6,0.0,2.52640863908661e6,0.0,2.6306638158759907e7,0.0,0.0,0.0,1.4808077074187825e7,0.0,2.6306638158759907e7,7.44686960578137e7,-4.81620578990538e7
CANO,CANO_natural_gas_fired_combined_cycle_2,2,2,24,0.0,0.0,0.0,8.563843418e7,0.0,0.0,3.312093361443127e7,2.813945319622739e8,0.0,7.655010576396589e7,0.0,1.1582690101702702e9,0.0,0.0,0.0,7.357547117099026e8,0.0,1.1582690101702702e9,1.2124587172305737e9,-5.418970706030345e7
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,25,0.0,0.0,0.0,2.075090472e7,0.0,0.0,2037.7546111653926,17938.415592228674,0.0,9102.255071905085,0.0,29344.549497227585,0.0,0.0,0.0,48402.402621149944,0.0,29344.549497227585,2.0828385547896445e7,-2.0799040998399217e7
CANO,CANO_natural_gas_fired_combustion_turbine_2,2,2,26,0.0,0.0,0.0,2.08461016e7,0.0,0.0,2105.520617119399,18237.07848157605,0.0,9234.218237142059,0.0,30637.223783987094,0.0,0.0,0.0,49202.82354631503,0.0,30637.223783987094,2.092488124088216e7,-2.089424401709817e7
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,27,0.0,0.0,0.0,9.23874e6,0.0,0.0,150491.2670899333,1.2131697442882352e6,0.0,699568.0644997982,0.0,6.140046075348173e6,0.0,0.0,0.0,3.1022065069752936e6,0.0,6.140046075348173e6,1.4404175582853261e7,-8.264129507505088e6
CANO,CANO_natural_gas_steam_turbine_1,2,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,29,0.0,0.0,0.0,3.0014e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.858651413823947e7,0.0,0.0,0.0,0.0,0.0,9.858651413823947e7,3.0014e7,6.857251413823947e7
CANO,CANO_petroleum_liquids_1,2,1,30,0.0,0.0,0.0,3.52611e6,0.0,0.0,719.7696569402166,29313.61061439441,0.0,6193.209277663529,0.0,7464.6858299235755,0.0,0.0,0.0,20480.330112112657,0.0,7464.6858299235755,3.5828169196611107e6,-3.5753522338311872e6
CANO,CANO_small_hydroelectric_1,2,1,31,0.0,0.0,0.0,1.047100288e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189971980220673e8,0.0,0.0,0.0,0.0,0.0,1.189971980220673e8,1.047100288e7,1.085261951420673e8
CANO,CANO_solar_photovoltaic_1,2,1,32,0.0,0.0,0.0,1.4218419762e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.481111686047554e8,0.0,0.0,0.0,0.0,0.0,3.481111686047554e8,1.4218419762e8,2.059269709847554e8
CASO,CASO_batteries_1,3,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO,CASO_biomass_1,3,1,34,0.0,0.0,0.0,1.493415e7,0.0,0.0,3.7189151999999997e6,8.66593727999981e6,0.0,0.0,0.0,5.465576240143329e7,0.0,0.0,0.0,0.0,0.0,5.465576240143329e7,2.731900247999981e7,2.733675992143348e7
CASO,CASO_biomass_2,3,2,35,0.0,0.0,0.0,2.05156e6,0.0,0.0,792460.0320000122,1.8451130879999837e6,0.0,0.0,0.0,7.508266350095888e6,0.0,0.0,0.0,0.0,0.0,7.508266350095888e6,4.689133119999995e6,2.819133230095892e6
CASO,CASO_conventional_hydroelectric_1,3,1,36,0.0,0.0,0.0,4.4482002080000006e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.715926305354307e8,0.0,0.0,0.0,0.0,0.0,1.715926305354307e8,4.4482002080000006e7,1.2711062845543069e8
CASO,CASO_geothermal_1,3,1,37,0.0,0.0,0.0,4.96196673e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3092261430647004e7,0.0,0.0,0.0,0.0,0.0,1.3092261430647004e7,4.96196673e6,8.130294700647004e6
CASO,CASO_hydroelectric_pumped_storage_1,3,1,38,0.0,0.0,0.0,7.833492e7,0.0,0.0,0.0,0.0,0.0,0.0,1.0961088097552085e8,4.640972310096798e8,0.0,0.0,0.0,0.0,0.0,4.640972310096798e8,1.8794580097552085e8,2.7615143003415895e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,39,0.0,0.0,0.0,3.2407769520000003e7,0.0,0.0,522406.7523351033,4.388388941621151e6,0.0,1.9817770659292268e6,0.0,2.0815322879739683e7,0.0,0.0,0.0,1.164094038314387e7,0.0,2.0815322879739683e7,5.094128266302936e7,-3.0125959783289675e7
CASO,CASO_natural_gas_fired_combined_cycle_2,3,2,40,0.0,0.0,0.0,7.505348080000001e7,0.0,0.0,4.3384434221317455e7,3.780953442387817e8,0.0,1.0945447948153433e8,0.0,1.6198404449801106e9,0.0,0.0,0.0,9.899919040332996e8,0.0,1.6198404449801106e9,1.595979642774933e9,2.3860802205177546e7
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,41,0.0,0.0,0.0,2.0083031200000003e7,0.0,0.0,2271.288800204729,19833.556262621085,0.0,10227.742804612051,0.0,37709.07031429706,0.0,0.0,0.0,53561.554133363235,0.0,37709.07031429706,2.0168925342000805e7,-2.013121627168651e7
CASO,CASO_natural_gas_fired_combustion_turbine_2,3,2,42,0.0,0.0,0.0,3.980431335e7,0.0,0.0,763204.8388554988,5.890698257173893e6,0.0,3.6691785073338468e6,0.0,2.7668908382510852e7,0.0,0.0,0.0,1.6083791335606392e7,0.0,2.7668908382510852e7,6.6211186288969636e7,-3.854227790645878e7
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,43,0.0,0.0,0.0,1.0542e6,0.0,0.0,156283.9898182084,1.260013850069576e6,0.0,351191.72856534115,0.0,5.4325349344037445e6,0.0,0.0,0.0,3.2219919619394685e6,0.0,5.4325349344037445e6,6.043681530392594e6,-611146.5959888492
CASO,CASO_natural_gas_steam_turbine_1,3,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO,CASO_onshore_wind_turbine_1,3,1,45,0.0,0.0,0.0,1.489692e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.782875319350885e8,0.0,0.0,0.0,0.0,0.0,7.782875319350885e8,1.489692e8,6.293183319350885e8
CASO,CASO_petroleum_liquids_1,3,1,46,0.0,0.0,0.0,296099.99999999994,0.0,0.0,729.8795980713938,29728.15390689837,0.0,6227.721671363724,0.0,7695.365015364469,0.0,0.0,0.0,20769.956101484124,0.0,7695.365015364469,353555.71127781755,-345860.34626245307
CASO,CASO_small_hydroelectric_1,3,1,47,0.0,0.0,0.0,3.1479816799999997e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.693956628565551e7,0.0,0.0,0.0,0.0,0.0,3.693956628565551e7,3.1479816799999997e6,3.379158460565551e7
CASO,CASO_solar_photovoltaic_1,3,1,48,0.0,0.0,0.0,3.112970046e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.806284250010768e8,0.0,0.0,0.0,0.0,0.0,8.806284250010768e8,3.112970046e8,5.693314204010768e8
FRCC,FRCC_batteries_1,4,1,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC,FRCC_biomass_1,4,1,50,0.0,0.0,0.0,8.197189e6,0.0,0.0,3.9116453375999955e6,9.10976626560013e6,0.0,0.0,0.0,3.0909938492274888e7,0.0,0.0,0.0,0.0,0.0,3.0909938492274888e7,2.1218600603200126e7,9.691337889074761e6
FRCC,FRCC_biomass_2,4,2,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC,FRCC_conventional_hydroelectric_1,4,1,52,0.0,0.0,0.0,2.0465880000000002e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.839331603698315e6,0.0,0.0,0.0,0.0,0.0,9.839331603698315e6,2.0465880000000002e6,7.792743603698315e6
FRCC,FRCC_conventional_steam_coal_1,4,1,53,0.0,0.0,0.0,1.5443212356e8,0.0,0.0,527.1284769540125,6365.188514214787,0.0,1759.3692957381788,0.0,18296.69513705271,0.0,0.0,0.0,57978.39451730559,0.0,18296.69513705271,1.544987536408042e8,-1.5448045694566715e8
FRCC,FRCC_conventional_steam_coal_2,4,2,54,0.0,0.0,0.0,3.338691642e7,0.0,0.0,436.7448242008448,6081.950450288808,0.0,1486.6352687659207,0.0,14924.13192038649,0.0,0.0,0.0,55017.289442067195,0.0,14924.13192038649,3.3449939039985325e7,-3.343501490806494e7
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,55,0.0,0.0,0.0,3.7759588440000005e7,0.0,0.0,6021.773566620829,43094.723269518116,0.0,20380.845157172185,0.0,138590.57419641054,0.0,0.0,0.0,117240.12196910779,0.0,138590.57419641054,3.794632590396242e7,-3.7807735329766005e7
FRCC,FRCC_natural_gas_fired_combined_cycle_2,4,2,56,0.0,0.0,0.0,3.418788431999999e8,0.0,0.0,7.336468380588917e7,5.917500598719672e8,0.0,3.3962412720048875e8,0.0,2.6272340301304436e9,0.0,0.0,0.0,1.6225410422952404e9,0.0,2.6272340301304436e9,2.969158756373585e9,-3.4192472624314165e8
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,57,0.0,0.0,0.0,8.301210450000001e7,0.0,0.0,1998.664093967083,17967.53596292455,0.0,9454.37234367281,0.0,32424.671959315376,0.0,0.0,0.0,49716.167824492404,0.0,32424.671959315376,8.309124124022508e7,-8.305881656826577e7
FRCC,FRCC_natural_gas_fired_combustion_turbine_2,4,2,58,0.0,0.0,0.0,3.24012075e6,0.0,0.0,2252.0594898437735,19589.078823874122,0.0,10555.410081199667,0.0,37456.806657260924,0.0,0.0,0.0,54272.08561621717,0.0,37456.806657260924,3.326789384011135e6,-3.289332577353874e6
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,59,0.0,0.0,0.0,5.46567e6,0.0,0.0,643547.7691053026,5.062945638668082e6,0.0,3.461048308459595e6,0.0,2.9232493343020227e7,0.0,0.0,0.0,1.3266167351087313e7,0.0,2.9232493343020227e7,2.789937906732029e7,1.3331142756999359e6
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,60,0.0,0.0,0.0,1.034748e7,0.0,0.0,433.1655995630181,18734.820827892552,0.0,4931.89761891802,0.0,29628.291974740892,0.0,0.0,0.0,54122.11095508055,0.0,29628.291974740892,1.0425701995001452e7,-1.0396073703026712e7
FRCC,FRCC_nuclear_1,4,1,61,0.0,0.0,0.0,7.22268675e8,0.0,0.0,8.453302801655547e7,2.2395299394245252e8,0.0,2206.636461134546,0.0,2.1231436189631035e9,0.0,0.0,0.0,0.0,0.0,2.1231436189631035e9,1.0307569035954691e9,1.0923867153676343e9
FRCC,FRCC_petroleum_liquids_1,4,1,62,0.0,0.0,0.0,3.1122e6,0.0,0.0,712.2119637724193,29451.197376542204,0.0,5784.664288217055,0.0,6922.914555139538,0.0,0.0,0.0,20238.187262914438,0.0,6922.914555139538,3.1683862608914464e6,-3.161463346336307e6
FRCC,FRCC_solar_photovoltaic_1,4,1,63,0.0,0.0,0.0,2.1296704002e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579463215301641e8,0.0,0.0,0.0,0.0,0.0,3.579463215301641e8,2.1296704002e8,1.449792815101641e8
ISNE,ISNE_batteries_1,5,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE,ISNE_biomass_1,5,1,65,0.0,0.0,0.0,1.17587575e7,0.0,0.0,7.572399743999877e6,1.761672494400012e7,0.0,0.0,0.0,4.572049087449759e7,0.0,0.0,0.0,0.0,0.0,4.572049087449759e7,3.694788218799999e7,8.772608686497599e6
ISNE,ISNE_biomass_2,5,2,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE,ISNE_conventional_hydroelectric_1,5,1,67,0.0,0.0,0.0,2.4281943280000005e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3535568333622712e8,0.0,0.0,0.0,0.0,0.0,1.3535568333622712e8,2.4281943280000005e7,1.1107374005622712e8
ISNE,ISNE_conventional_steam_coal_1,5,1,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,69,0.0,0.0,0.0,8.3180864e7,0.0,0.0,0.0,0.0,0.0,0.0,1.1650073005661537e8,4.371831908556246e8,0.0,0.0,0.0,0.0,0.0,4.371831908556246e8,1.9968159405661535e8,2.3750159679900926e8
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,70,0.0,0.0,0.0,5.20949296e7,0.0,0.0,3.767069920547028e6,2.5182572644247632e7,0.0,6.343731738324104e6,0.0,2.82181825570777e8,0.0,0.0,0.0,7.621450276842646e7,0.0,2.82181825570777e8,1.6360280667154524e8,1.1857901889923176e8
ISNE,ISNE_natural_gas_fired_combined_cycle_2,5,2,71,0.0,0.0,0.0,1.02753713e8,0.0,0.0,2.5507038841591913e7,1.899398251644202e8,0.0,3.2967499907298844e7,0.0,1.4384463025369697e9,0.0,0.0,0.0,5.716631453193537e8,0.0,1.4384463025369697e9,9.228312222326646e8,5.156150803043051e8
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,72,0.0,0.0,0.0,5.710616949999999e6,0.0,0.0,111084.0777734591,822432.4292199198,0.0,655138.6208750382,0.0,2.4159802755996875e7,0.0,0.0,0.0,2.6297707130404687e6,0.0,2.4159802755996875e7,9.929042790908886e6,1.423075996508799e7
ISNE,ISNE_natural_gas_fired_combustion_turbine_2,5,2,73,0.0,0.0,0.0,1.38722178e7,0.0,0.0,501960.4070897414,3.6145427382112714e6,0.0,2.793853243124847e6,0.0,8.291066878583665e7,0.0,0.0,0.0,1.1533555320110885e7,0.0,8.291066878583665e7,3.2316129508536745e7,5.059453927729991e7
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,74,0.0,0.0,0.0,1.20519e6,0.0,0.0,59067.47319650351,409855.50864096597,0.0,209880.33601365867,0.0,5.19602769082644e6,0.0,0.0,0.0,1.2183155598782983e6,0.0,5.19602769082644e6,3.102308877729426e6,2.093718813097014e6
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,75,0.0,0.0,0.0,1.0927539e6,0.0,0.0,5592.23937413237,174970.09105180393,0.0,39270.37555841202,0.0,1.7879117396835508e6,0.0,0.0,0.0,562115.4139763743,0.0,1.7879117396835508e6,1.8747020199607224e6,-86790.28027717164
ISNE,ISNE_nuclear_1,5,1,76,0.0,0.0,0.0,7.495860204e8,0.0,0.0,6.412028298436748e7,1.6987359477971113e8,0.0,8.384420354249938e6,0.0,1.9535949432051737e9,0.0,0.0,0.0,0.0,0.0,1.9535949432051737e9,9.919643185183285e8,9.616306246868452e8
ISNE,ISNE_offshore_wind_turbine_1,5,1,77,0.0,0.0,0.0,3.2668328000000003e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.718518498266102e7,0.0,0.0,0.0,0.0,0.0,1.718518498266102e7,3.2668328000000003e6,1.391835218266102e7
ISNE,ISNE_onshore_wind_turbine_1,5,1,78,0.0,0.0,0.0,5.32254e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.562444868644777e7,0.0,0.0,0.0,0.0,0.0,9.562444868644777e7,5.32254e7,4.239904868644777e7
ISNE,ISNE_petroleum_liquids_1,5,1,79,0.0,0.0,0.0,1.730148e7,0.0,0.0,58001.12286746799,2.1597698694225093e6,0.0,68328.73983878014,0.0,4.120134221240316e7,0.0,0.0,0.0,1.6482750338173565e6,0.0,4.120134221240316e7,2.1235854765946113e7,1.996548744645705e7
ISNE,ISNE_small_hydroelectric_1,5,1,80,0.0,0.0,0.0,1.096830024e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3673916661413226e8,0.0,0.0,0.0,0.0,0.0,1.3673916661413226e8,1.096830024e7,1.2577086637413226e8
ISNE,ISNE_solar_photovoltaic_1,5,1,81,0.0,0.0,0.0,6.064253511000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1700396500450385e8,0.0,0.0,0.0,0.0,0.0,1.1700396500450385e8,6.064253511000001e7,5.636142989450384e7
MISC,MISC_batteries_1,6,1,82,0.0,0.0,0.0,226330.5,0.0,0.0,4880.875975036828,0.0,5766.6304052584055,0.0,656078.662760818,3.626769582197513e6,0.0,0.0,0.0,0.0,0.0,3.626769582197513e6,893056.6691411133,2.7337129130563997e6
MISC,MISC_biomass_1,6,1,83,0.0,0.0,0.0,9.646857500000002e6,0.0,0.0,2.5363490879999716e6,5.899525632000052e6,0.0,0.0,0.0,3.0307058420141783e7,0.0,0.0,0.0,0.0,0.0,3.0307058420141783e7,1.8082732220000025e7,1.2224326200141758e7
MISC,MISC_biomass_2,6,2,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC,MISC_conventional_hydroelectric_1,6,1,85,0.0,0.0,0.0,1.288315384e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6509307793112725e7,0.0,0.0,0.0,0.0,0.0,5.6509307793112725e7,1.288315384e7,4.362615395311272e7
MISC,MISC_conventional_steam_coal_1,6,1,86,0.0,0.0,0.0,3.8053295085999995e8,0.0,0.0,504.57099253361235,4992.139515703298,0.0,1647.9850941657485,0.0,15950.74607099901,0.0,0.0,0.0,55773.53898956413,0.0,15950.74607099901,3.805958690945919e8,-3.8057991834852093e8
MISC,MISC_conventional_steam_coal_2,6,2,87,0.0,0.0,0.0,1.1892230460000001e8,0.0,0.0,427.37717449068987,4923.475981446467,0.0,1438.02760546123,0.0,13028.152398638753,0.0,0.0,0.0,54623.128988337055,0.0,13028.152398638753,1.1898371660974975e8,-1.189706884573511e8
MISC,MISC_hydroelectric_pumped_storage_1,6,1,88,0.0,0.0,0.0,2.2159608e7,0.0,0.0,0.0,0.0,0.0,0.0,2.5818422223129313e7,1.2547254315492304e8,0.0,0.0,0.0,0.0,0.0,1.2547254315492304e8,4.797803022312932e7,7.749451293179372e7
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,89,0.0,0.0,0.0,9.31616588e6,0.0,0.0,1.85677549620179e6,9.933748904679563e6,0.0,3.970792340738907e6,0.0,5.632863505369493e7,0.0,0.0,0.0,3.3291576633313723e7,0.0,5.632863505369493e7,5.836905925493398e7,-2.0404242012390494e6
MISC,MISC_natural_gas_fired_combined_cycle_2,6,2,90,0.0,0.0,0.0,3.980862250000001e7,0.0,0.0,1.786578157123409e7,1.1821852002295138e8,0.0,6.090156632418898e7,0.0,6.593984562189014e8,0.0,0.0,0.0,3.991333263207107e8,0.0,6.593984562189014e8,6.359278167390852e8,2.34706394798162e7
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,91,0.0,0.0,0.0,6.31750335e6,0.0,0.0,110176.74699738098,760229.9876860004,0.0,600546.9269950596,0.0,4.264591015037136e6,0.0,0.0,0.0,2.6534136364449635e6,0.0,4.264591015037136e6,1.0441870648123404e7,-6.177279633086268e6
MISC,MISC_natural_gas_fired_combustion_turbine_2,6,2,92,0.0,0.0,0.0,9.225196260000001e7,0.0,0.0,98804.30109634844,748657.7795666994,0.0,805717.0122457279,0.0,4.280451049548749e6,0.0,0.0,0.0,2.6740777715373235e6,0.0,4.280451049548749e6,9.657921946444611e7,-9.229876841489737e7
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,93,0.0,0.0,0.0,1.5269099999999998e6,0.0,0.0,205279.33249878578,1.2972513373187126e6,0.0,651689.0860867857,0.0,7.304057919920437e6,0.0,0.0,0.0,4.235824875950622e6,0.0,7.304057919920437e6,7.916954631854906e6,-612896.7119344687
MISC,MISC_natural_gas_steam_turbine_1,6,1,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
