Resource,Zone,StartCap,RetCap,NewCap,EndCap,CapacityConstraintDual,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
ISNE_petroleum_liquids_1,5,392.4,0.0,0.0,392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_small_hydroelectric_1,5,203.76,0.0,0.0,203.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_solar_photovoltaic_1,5,1159.8,0.0,0.0,1159.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_batteries_1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_biomass_1,6,20.83,0.0,0.0,20.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_biomass_2,6,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_hydroelectric_1,6,276.6,0.0,0.0,276.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_steam_coal_1,6,2164.6,0.0,0.0,2164.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_steam_coal_2,6,533.8,0.0,0.0,533.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_hydroelectric_pumped_storage_1,6,471.0,0.0,0.0,471.0,0.0,7300.5,0.0,0.0,7300.5,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combined_cycle_1,6,4067.5,0.0,0.0,4067.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combined_cycle_2,6,537.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combustion_turbine_1,6,309.6,0.0,0.0,309.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combustion_turbine_2,6,5212.6,0.0,0.0,5212.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_internal_combustion_engine_1,6,33.9,0.0,0.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_steam_turbine_1,6,39.5,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_nuclear_1,6,2373.0,0.0,0.0,2373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_onshore_wind_turbine_1,6,1568.1,0.0,0.0,1568.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_petroleum_liquids_1,6,36.3,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_small_hydroelectric_1,6,12.88,0.0,0.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_solar_photovoltaic_1,6,3653.6,0.0,0.0,3653.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_batteries_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_biomass_1,7,1.82,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_biomass_2,7,4.14,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_hydroelectric_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_steam_coal_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_hydroelectric_pumped_storage_1,7,2047.0000000000002,0.0,0.0,2047.0000000000002,0.0,31728.5,0.0,0.0,31728.5,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combined_cycle_1,7,4645.2,0.0,0.0,4645.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combined_cycle_2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combustion_turbine_1,7,2880.1,0.0,0.0,2880.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combustion_turbine_2,7,115.9,0.0,0.0,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_internal_combustion_engine_1,7,73.2,0.0,0.0,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_steam_turbine_1,7,3.4,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_nuclear_1,7,1161.0,0.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_onshore_wind_turbine_1,7,1070.6,0.0,0.0,1070.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_petroleum_liquids_1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_small_hydroelectric_1,7,10.17,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_solar_photovoltaic_1,7,977.3,0.0,0.0,977.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_batteries_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_biomass_1,8,8.09,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_biomass_2,8,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_hydroelectric_1,8,521.4,0.0,0.0,521.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_steam_coal_1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_steam_coal_2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combined_cycle_1,8,16539.2,0.0,0.0,16539.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combined_cycle_2,8,2165.2,0.0,0.0,2165.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combustion_turbine_1,8,520.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combustion_turbine_2,8,2720.6,0.0,0.0,2720.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_internal_combustion_engine_1,8,82.8,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_steam_turbine_1,8,20.5,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_steam_turbine_2,8,9.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_nuclear_1,8,5426.0,0.0,0.0,5426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_onshore_wind_turbine_1,8,184.5,0.0,0.0,184.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_petroleum_liquids_1,8,1.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_small_hydroelectric_1,8,1.54,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_solar_photovoltaic_1,8,1834.2,0.0,0.0,1834.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_batteries_1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_biomass_1,9,6.95,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_biomass_2,9,0.79,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_hydroelectric_1,9,67.3,0.0,0.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_steam_coal_1,9,2889.3,0.0,0.0,2889.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_steam_coal_2,9,260.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combined_cycle_1,9,5779.2,0.0,0.0,5779.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combined_cycle_2,9,1111.4,0.0,0.0,1111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_1,9,3242.2,0.0,0.0,3242.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_2,9,676.7,0.0,0.0,676.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_3,9,330.6,0.0,0.0,330.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_internal_combustion_engine_1,9,664.8,0.0,0.0,664.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_steam_turbine_1,9,146.9,0.0,0.0,146.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_nuclear_1,9,2343.0,0.0,0.0,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_onshore_wind_turbine_1,9,3472.6,0.0,0.0,3472.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_petroleum_liquids_1,9,171.9,0.0,0.0,171.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_small_hydroelectric_1,9,139.49,0.0,0.0,139.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_solar_photovoltaic_1,9,1893.3,0.0,0.0,1893.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_batteries_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_biomass_1,10,6.95,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_biomass_2,10,8.32,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_hydroelectric_1,10,28244.0,0.0,0.0,28244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_steam_coal_1,10,147.5,0.0,0.0,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_steam_coal_2,10,741.5,0.0,0.0,741.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_geothermal_1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_hydroelectric_pumped_storage_1,10,314.0,0.0,0.0,314.0,0.0,4867.0,0.0,0.0,4867.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combined_cycle_1,10,1898.0,0.0,0.0,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combined_cycle_2,10,4016.1999999999994,0.0,0.0,4016.1999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combustion_turbine_1,10,264.3,0.0,0.0,264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combustion_turbine_2,10,147.2,0.0,0.0,147.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_internal_combustion_engine_1,10,305.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_steam_turbine_1,10,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_nuclear_1,10,1172.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_onshore_wind_turbine_1,10,749.1,0.0,0.0,749.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_petroleum_liquids_1,10,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_small_hydroelectric_1,10,365.53,0.0,0.0,365.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_solar_photovoltaic_1,10,1015.9,0.0,0.0,1015.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_batteries_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_biomass_2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combined_cycle_1,11,1367.7,0.0,0.0,1367.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combined_cycle_2,11,2816.5,0.0,0.0,2816.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_2,11,392.4,0.0,0.0,392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_3,11,627.2,0.0,0.0,627.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_internal_combustion_engine_1,11,37.1,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_steam_turbine_1,11,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_petroleum_liquids_1,11,49.8,0.0,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_solar_photovoltaic_1,11,26.9,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_batteries_1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_biomass_1,12,2.52,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_biomass_2,12,1.42,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_conventional_hydroelectric_1,12,3438.8,0.0,0.0,3438.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_hydroelectric_pumped_storage_1,12,1405.1,0.0,0.0,1405.1,0.0,21779.05,0.0,0.0,21779.05,0.0,0.0,0.0,0.0
NYUP_natural_gas_fired_combined_cycle_1,12,2135.2,0.0,0.0,2135.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_fired_combined_cycle_2,12,4659.7,0.0,0.0,4659.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_fired_combustion_turbine_2,12,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_natural_gas_internal_combustion_engine_1,12,18.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
