Region,Resource,Zone,Cluster,AnnualSum
SRCE,SRCE_natural_gas_steam_turbine_1,22,1,0.0
SRCE,SRCE_nuclear_1,22,1,5.991402611314028e9
SRCE,SRCE_small_hydroelectric_1,22,1,2.0426129588740997e7
SRCE,SRCE_solar_photovoltaic_1,22,1,0.0
SRSE,SRSE_biomass_1,23,1,0.0
SRSE,SRSE_conventional_hydroelectric_1,23,1,4.7209273990123975e8
SRSE,SRSE_conventional_steam_coal_1,23,1,3.5975332948684686e8
SRSE,SRSE_hydroelectric_pumped_storage_1,23,1,5.199385926306604e8
SRSE,SRSE_natural_gas_fired_combined_cycle_1,23,1,6.839171268141029e9
SRSE,SRSE_natural_gas_fired_combustion_turbine_1,23,1,0.0
SRSE,SRSE_natural_gas_internal_combustion_engine_1,23,1,3.210887095473477e6
SRSE,SRSE_nuclear_1,23,1,5.510964645721313e9
SRSE,SRSE_petroleum_liquids_1,23,1,0.0
SRSE,SRSE_small_hydroelectric_1,23,1,0.0
SRSE,SRSE_solar_photovoltaic_1,23,1,0.0
SRSG,SRSG_biomass_1,24,1,0.0
SRSG,SRSG_conventional_hydroelectric_1,24,1,4.649244858856544e8
SRSG,SRSG_conventional_steam_coal_1,24,1,2.5994418796921992e8
SRSG,SRSG_geothermal_1,24,1,0.0
SRSG,SRSG_hydroelectric_pumped_storage_1,24,1,7.084579313761254e7
SRSG,SRSG_natural_gas_fired_combined_cycle_1,24,1,3.727278483158281e9
SRSG,SRSG_natural_gas_fired_combustion_turbine_1,24,1,0.0
SRSG,SRSG_natural_gas_internal_combustion_engine_1,24,1,4.3784952918972336e7
SRSG,SRSG_nuclear_1,24,1,2.8875169202365637e9
SRSG,SRSG_onshore_wind_turbine_1,24,1,0.0
SRSG,SRSG_small_hydroelectric_1,24,1,3.1011514502389714e7
SRSG,SRSG_solar_photovoltaic_1,24,1,0.0
TRE,TRE_biomass_1,25,1,0.0
TRE,TRE_conventional_hydroelectric_1,25,1,1.7409944769491713e7
TRE,TRE_conventional_steam_coal_1,25,1,9.513319843114464e8
TRE,TRE_natural_gas_fired_combined_cycle_1,25,1,1.0410212008819702e10
TRE,TRE_natural_gas_fired_combustion_turbine_1,25,1,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,25,1,2.060275817193782e8
TRE,TRE_natural_gas_steam_turbine_1,25,1,0.0
TRE,TRE_nuclear_1,25,1,3.22049730681808e9
TRE,TRE_onshore_wind_turbine_1,25,1,0.0
TRE,TRE_petroleum_liquids_1,25,1,0.0
TRE,TRE_small_hydroelectric_1,25,1,0.0
TRE,TRE_solar_photovoltaic_1,25,1,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combined_cycle_1,26,1,1.2946026566767669e9
TRE_WEST,TRE_WEST_natural_gas_fired_combustion_turbine_1,26,1,0.0
TRE_WEST,TRE_WEST_natural_gas_internal_combustion_engine_1,26,1,0.0
TRE_WEST,TRE_WEST_onshore_wind_turbine_1,26,1,0.0
TRE_WEST,TRE_WEST_petroleum_liquids_1,26,1,0.0
TRE_WEST,TRE_WEST_solar_photovoltaic_1,26,1,0.0
BASN,BASN_distributed_generation_1,1,1,5.485645044454561e8
CANO,CANO_distributed_generation_1,2,1,1.5885828653529356e9
CASO,CASO_distributed_generation_1,3,1,2.5465837405114007e9
FRCC,FRCC_distributed_generation_1,4,1,1.0818536503728511e9
ISNE,ISNE_distributed_generation_1,5,1,8.379001336658682e8
MISC,MISC_distributed_generation_1,6,1,5.4573592755984e8
MISE,MISE_distributed_generation_1,7,1,4.888383258298108e8
MISS,MISS_distributed_generation_1,8,1,6.533234012243673e8
MISW,MISW_distributed_generation_1,9,1,8.442697656627699e8
NWPP,NWPP_distributed_generation_1,10,1,5.744330689829215e8
NYCW,NYCW_distributed_generation_1,11,1,3.967170290058459e8
NYUP,NYUP_distributed_generation_1,12,1,2.7399291715249664e8
PJMC,PJMC_distributed_generation_1,13,1,2.5221851659986946e8
PJMD,PJMD_distributed_generation_1,14,1,5.736282289580588e8
PJME,PJME_distributed_generation_1,15,1,1.5626849353298907e9
PJMW,PJMW_distributed_generation_1,16,1,1.125731007556233e9
RMRG,RMRG_distributed_generation_1,17,1,4.685273746738704e8
SPPC,SPPC_distributed_generation_1,18,1,3.2361268904416996e8
SPPN,SPPN_distributed_generation_1,19,1,1.5514602715392485e8
SPPS,SPPS_distributed_generation_1,20,1,5.78891046403799e8
SRCA,SRCA_distributed_generation_1,21,1,1.3105480189874344e9
SRCE,SRCE_distributed_generation_1,22,1,5.654627500871507e8
SRSE,SRSE_distributed_generation_1,23,1,5.150816157933827e8
SRSG,SRSG_distributed_generation_1,24,1,7.798888402409294e8
TRE,TRE_distributed_generation_1,25,1,1.8835731583572173e9
TRE_WEST,TRE_WEST_distributed_generation_1,26,1,9.570596098042879e7
BASN,BASN_naturalgas_ccavgcf_moderate_0,1,0,0.0
BASN,BASN_naturalgas_ctavgcf_moderate_0,1,0,0.0
BASN,BASN_battery_moderate_0,1,0,9.325602128033689e8
BASN,BASN_nuclear_nuclear_moderate_0,1,0,0.0
BASN,BASN_hydrogen_ctavgcf_moderate_0,1,0,0.0
BASN,BASN_hydrogen_ccavgcf_moderate_0,1,0,0.0
BASN,BASN_landbasedwind_class3_moderate_1,1,1,7.255552145519007e9
BASN,BASN_landbasedwind_class3_moderate_2,1,2,0.0
BASN,BASN_utilitypv_class1_moderate_1,1,1,1.456155063123078e9
BASN,BASN_utilitypv_class1_moderate_2,1,2,0.0
CANO,CANO_naturalgas_ccccsavgcf_conservative_0,2,0,2.393538803051154e9
CANO,CANO_naturalgas_ccavgcf_moderate_0,2,0,0.0
CANO,CANO_naturalgas_ctavgcf_moderate_0,2,0,0.0
CANO,CANO_battery_moderate_0,2,0,1.8508934608715303e9
CANO,CANO_nuclear_nuclear_moderate_0,2,0,0.0
CANO,CANO_hydrogen_ctavgcf_moderate_0,2,0,0.0
CANO,CANO_hydrogen_ccavgcf_moderate_0,2,0,0.0
CANO,CANO_landbasedwind_class3_moderate_1,2,1,1.2911188870357013e9
CANO,CANO_landbasedwind_class3_moderate_2,2,2,0.0
CANO,CANO_utilitypv_class1_moderate_1,2,1,5.455308885386667e9
CANO,CANO_utilitypv_class1_moderate_2,2,2,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_1,2,1,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_2,2,2,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_1,2,1,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_2,2,2,0.0
CASO,CASO_naturalgas_ccccsavgcf_conservative_0,3,0,0.0
CASO,CASO_naturalgas_ccavgcf_moderate_0,3,0,0.0
CASO,CASO_naturalgas_ctavgcf_moderate_0,3,0,0.0
CASO,CASO_battery_moderate_0,3,0,6.37532608776122e9
CASO,CASO_nuclear_nuclear_moderate_0,3,0,0.0
CASO,CASO_hydrogen_ctavgcf_moderate_0,3,0,0.0
CASO,CASO_hydrogen_ccavgcf_moderate_0,3,0,0.0
CASO,CASO_landbasedwind_class3_moderate_1,3,1,5.313921215349056e8
CASO,CASO_landbasedwind_class3_moderate_2,3,2,0.0
CASO,CASO_utilitypv_class1_moderate_1,3,1,1.0448234023525116e10
CASO,CASO_utilitypv_class1_moderate_2,3,2,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_1,3,1,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_2,3,2,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_1,3,1,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_2,3,2,0.0
FRCC,FRCC_naturalgas_ccccsavgcf_conservative_0,4,0,9.407357363845333e9
FRCC,FRCC_naturalgas_ccavgcf_moderate_0,4,0,0.0
FRCC,FRCC_naturalgas_ctavgcf_moderate_0,4,0,0.0
FRCC,FRCC_battery_moderate_0,4,0,1.2087471344806309e9
FRCC,FRCC_nuclear_nuclear_moderate_0,4,0,0.0
FRCC,FRCC_hydrogen_ctavgcf_moderate_0,4,0,0.0
FRCC,FRCC_hydrogen_ccavgcf_moderate_0,4,0,0.0
FRCC,FRCC_landbasedwind_class3_moderate_1,4,1,8.879804817682872e8
FRCC,FRCC_landbasedwind_class3_moderate_2,4,2,8.835148362789888e8
FRCC,FRCC_utilitypv_class1_moderate_1,4,1,6.510507508740505e9
FRCC,FRCC_utilitypv_class1_moderate_2,4,2,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_1,4,1,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_2,4,2,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_1,4,1,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_2,4,2,0.0
ISNE,ISNE_naturalgas_ccavgcf_moderate_0,5,0,1.0294565787128775e10
ISNE,ISNE_naturalgas_ctavgcf_moderate_0,5,0,0.0
ISNE,ISNE_battery_moderate_0,5,0,1.8336705387333333e9
ISNE,ISNE_nuclear_nuclear_moderate_0,5,0,0.0
ISNE,ISNE_hydrogen_ctavgcf_moderate_0,5,0,0.0
ISNE,ISNE_hydrogen_ccavgcf_moderate_0,5,0,0.0
ISNE,ISNE_landbasedwind_class3_moderate_1,5,1,5.11523970212637e9
ISNE,ISNE_landbasedwind_class3_moderate_2,5,2,0.0
ISNE,ISNE_utilitypv_class1_moderate_1,5,1,1.5076873267037427e9
ISNE,ISNE_utilitypv_class1_moderate_2,5,2,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,5,1,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,5,2,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,5,1,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_2,5,2,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_1,5,1,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_2,5,2,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_1,5,1,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_2,5,2,0.0
MISC,MISC_naturalgas_ccccsavgcf_conservative_0,6,0,9.573603705580883e9
MISC,MISC_naturalgas_ccavgcf_moderate_0,6,0,0.0
MISC,MISC_naturalgas_ctavgcf_moderate_0,6,0,0.0
MISC,MISC_battery_moderate_0,6,0,1.105534844853482e9
MISC,MISC_nuclear_nuclear_moderate_0,6,0,0.0
MISC,MISC_hydrogen_ctavgcf_moderate_0,6,0,0.0
MISC,MISC_hydrogen_ccavgcf_moderate_0,6,0,0.0
MISC,MISC_landbasedwind_class3_moderate_1,6,1,3.167291975090408e9
MISC,MISC_landbasedwind_class3_moderate_2,6,2,0.0
MISC,MISC_utilitypv_class1_moderate_1,6,1,3.712839380571966e9
MISC,MISC_utilitypv_class1_moderate_2,6,2,0.0
MISE,MISE_naturalgas_ccccsavgcf_conservative_0,7,0,3.8299809218223066e9
MISE,MISE_naturalgas_ccavgcf_moderate_0,7,0,0.0
MISE,MISE_naturalgas_ctavgcf_moderate_0,7,0,0.0
MISE,MISE_battery_moderate_0,7,0,1.7281908040232978e9
MISE,MISE_nuclear_nuclear_moderate_0,7,0,0.0
MISE,MISE_hydrogen_ctavgcf_moderate_0,7,0,0.0
MISE,MISE_hydrogen_ccavgcf_moderate_0,7,0,0.0
